,Name,Date of Birth,Date of Death,Race,Gender,Religion,Title,Term Start,Term End,Party,Nominator,Court,Year
596,Aftab Alam,1948-01-01,,,male,,judge of the Supreme Court of India,2007-11-12,2013-04-18,,,India,2007
597,G.S. Singhvi,1948-12-12,,,male,,judge of the Supreme Court of India,2007-11-12,2013-12-12,,,India,2007
598,Mukundakam Sharma,1946-09-18,,,male,,judge of the Supreme Court of India,2008-04-09,2011-09-17,,,India,2008
599,Cyriac Joseph,1947-01-28,,,male,,judge of the Supreme Court of India,2008-07-07,2012-01-27,,,India,2008
600,Ashok Kumar Ganguly,1947-02-03,,,male,,judge of the Supreme Court of India,2008-12-17,2012-02-03,,,India,2008
601,Deepak Verma,1947-08-28,,,male,,judge of the Supreme Court of India,2009-05-11,2012-08-28,,,India,2009
602,B. S. Chauhan,1949-07-02,,,male,,judge of the Supreme Court of India,2009-05-11,2014-07-01,,,India,2009
603,K. S. Panicker Radhakrishnan,1949-05-15,,,male,,judge of the Supreme Court of India,2009-11-17,2014-05-14,,,India,2009
604,Ananga Kumar Patnaik,1949-06-03,,,male,,judge of the Supreme Court of India,2009-11-17,2014-06-02,,,India,2009
605,Surinder Singh Nijjar,1949-06-07,2021-03-26,,male,,judge of the Supreme Court of India,2009-11-17,2014-06-06,,,India,2009
606,Swatanter Kumar,1947-12-31,,,male,,judge of the Supreme Court of India,2009-12-18,2012-12-19,,,India,2009
607,Chandramauli Kumar Prasad,1949-07-15,,,male,,judge of the Supreme Court of India,2010-02-08,2014-07-14,,,India,2010
608,H.L.Gokhale,1949-01-01,,,male,,judge of the Supreme Court of India,2010-04-30,2014-03-10,,,India,2010
609,Gyan Sudha Misra,1949-04-28,,,female,,judge of the Supreme Court of India,2010-04-30,2014-04-27,,,India,2010
610,Anil R. Dave,1951-11-19,,,male,,judge of the Supreme Court of India,2010-04-30,2016-11-18,,,India,2010
611,S. H. Kapadia,1947-09-29,2016-01-04,,male,,Chief Justice of India,2010-05-12,2012-09-28,,,India,2010
612,Ranjana Desai,1949-10-30,,,female,,judge of the Supreme Court of India,2011-09-13,2014-10-29,,,India,2011
613,S. J. Mukhopadhaya,1950-03-15,,,male,,judge of the Supreme Court of India,2011-09-13,2015-03-14,,,India,2011
614,Jasti Chelameswar,1953-06-23,,,male,,judge of the Supreme Court of India,2011-10-10,2018-06-22,,,India,2011
615,Fakkir Mohamed Ibrahim Kalifulla,1951-07-23,,,male,,judge of the Supreme Court of India,2012-04-02,2016-07-22,,,India,2012
616,Madan Lokur,1953-12-31,,,male,,judge of the Supreme Court of India,2012-06-04,2018-12-30,,,India,2012
617,Altamas Kabir,1948-07-19,2017-02-19,,male,Islam,Chief Justice of India,2012-09-29,2013-07-18,,,India,2012
618,Altamas Kabir,1948-07-19,2017-02-19,,male,Shia Islam,Chief Justice of India,2012-09-29,2013-07-18,,,India,2012
619,Vikramajit Sen,1950-12-31,,,male,,judge of the Supreme Court of India,2012-12-24,2015-12-30,,,India,2012
620,M. Y. Eqbal,1951-02-13,,,male,Islam,judge of the Supreme Court of India,2012-12-24,2015-12-31,,,India,2012
621,Venkate Gopala Gowda,1951-10-06,,,male,,judge of the Supreme Court of India,2012-12-24,2016-10-05,,,India,2012
622,Pinaki Chandra Ghose,1952-05-28,,,male,,judge of the Supreme Court of India,2013-03-08,2017-05-27,,,India,2013
623,Kurian Joseph,1953-11-30,,,male,,judge of the Supreme Court of India,2013-03-08,2018-11-29,,,India,2013
624,Arjan Kumar Sikri,1954-03-07,,,male,,judge of the Supreme Court of India,2013-04-12,2019-03-06,,,India,2013
625,P. Sathasivam,1949-04-27,,,male,,Chief Justice of India,2013-07-19,2014-04-26,,,India,2013
626,C Nagappan,1951-10-04,,,male,,judge of the Supreme Court of India,2013-09-19,2016-10-03,,,India,2013
627,Shiva Kirti Singh,1951-11-13,,,male,,judge of the Supreme Court of India,2013-09-19,2016-11-11,,,India,2013
628,Rajesh Kumar Agrawal,1953-05-05,,,male,,judge of the Supreme Court of India,2014-02-17,2018-05-04,,,India,2014
629,N. V. Ramana,1957-08-27,,,male,,judge of the Supreme Court of India,2014-02-17,2021-04-23,,,India,2014
630,Abhay Manohar Sapre,1954-08-28,,,male,,judge of the Supreme Court of India,2014-04-13,2019-08-27,,,India,2014
631,Rajendra Mal Lodha,1949-09-28,,,male,,Chief Justice of India,2014-04-27,2014-09-27,,,India,2014
632,Adarsh Kumar Goel,1953-07-07,,,male,,judge of the Supreme Court of India,2014-07-07,2018-07-06,,,India,2014
633,Prafulla Chandra Pant,1952-08-30,,,male,,judge of the Supreme Court of India,2014-08-13,2017-08-29,,,India,2014
634,H. L. Dattu,1950-12-03,,,male,,Chief Justice of India,2014-09-28,2015-12-02,,,India,2014
635,Amitava Roy,1953-03-01,,,male,,judge of the Supreme Court of India,2015-02-27,2018-03-01,,,India,2015
636,T. S. Thakur,1952-01-04,,,male,,Chief Justice of India,2015-12-03,2017-01-04,,,India,2015
637,Jagdish Singh Khehar,1952-08-28,,,male,,Chief Justice of India,2017-01-04,2017-08-27,,,India,2017
638,Dipak Misra,1953-10-03,,,male,,Chief Justice of India,2017-08-27,2018-10-02,,,India,2017
639,Ranjan Gogoi,1954-11-18,,,male,,Chief Justice of India,2018-10-03,2019-11-17,,,India,2018
640,Sharad Arvind Bobde,1956-04-24,,,male,,Chief Justice of India,2019-11-18,2021-04-23,,,India,2019
641,N. V. Ramana,1957-08-27,,,male,,Chief Justice of India,2021-04-24,,,,India,2021
642,Kusumah Atmaja,1898-09-08,1952-08-11,,male,,Chief Justice of the Supreme Court of Indonesia,1945-08-19,1952-08-11,,,Indonesia,1945
643,Wirjono Prodjodikoro,1903-06-15,1985-04-01,,male,,Justice of the Supreme Court of Indonesia,1950-03-15,1952-10-13,,,Indonesia,1950
644,Wirjono Prodjodikoro,1903-06-15,1985-04-01,,male,,Chief Justice of the Supreme Court of Indonesia,1952-10-13,1966-10-03,,,Indonesia,1952
645,Soebekti,1914-05-14,1992-12-09,,male,,Justice of the Supreme Court of Indonesia,1958-01-01,1968-08-01,,,Indonesia,1958
646,Soerjadi,,,,male,,Chief Justice of the Supreme Court of Indonesia,1966-06-21,1968-08-01,,,Indonesia,1966
647,Sri Widoyati,1929-01-01,1982-01-01,,female,,Justice of the Supreme Court of Indonesia,1968-01-01,,,,Indonesia,1968
648,Soebekti,1914-05-14,1992-12-09,,male,,Chief Justice of the Supreme Court of Indonesia,1968-08-01,1974-01-22,,,Indonesia,1968
649,Purwoto Gandasubrata,1929-10-11,2005-05-04,,male,,Justice of the Supreme Court of Indonesia,1974-01-01,1992-08-12,,,Indonesia,1974
650,Oemar Seno Adji,1915-12-05,1984-12-05,,male,,Chief Justice of the Supreme Court of Indonesia,1974-01-22,1981-02-09,,,Indonesia,1974
651,Mudjono,1927-07-30,1984-04-14,,male,,Chief Justice of the Supreme Court of Indonesia,1981-02-09,1984-04-14,,,Indonesia,1981
652,Ali Said,1927-06-12,1996-06-28,,male,,Chief Justice of the Supreme Court of Indonesia,1984-04-14,1992-07-01,,,Indonesia,1984
653,Sarwata bin Kertotenoyo,1935-07-02,2003-08-03,,male,,Justice of the Supreme Court of Indonesia,1991-01-01,1996-11-01,,,Indonesia,1991
654,Purwoto Gandasubrata,1929-10-11,2005-05-04,,male,,Chief Justice of the Supreme Court of Indonesia,1992-08-12,1994-10-31,,,Indonesia,1992
655,Soerjono,1931-10-22,,,male,,Chief Justice of the Supreme Court of Indonesia,1994-11-01,1996-11-01,,,Indonesia,1994
656,Sarwata bin Kertotenoyo,1935-07-02,2003-08-03,,male,,Chief Justice of the Supreme Court of Indonesia,1996-11-01,2000-08-01,,,Indonesia,1996
657,Bagir Manan,1941-10-06,,,male,,Justice of the Supreme Court of Indonesia,2000-09-02,2001-05-18,,,Indonesia,2000
658,Bagir Manan,1941-10-06,,,male,,Chief Justice of the Supreme Court of Indonesia,2001-05-18,2008-10-31,,,Indonesia,2001
659,Harifin A. Tumpa,1942-02-23,,,male,,Justice of the Supreme Court of Indonesia,2004-09-14,2008-11-01,,,Indonesia,2004
660,Hatta Ali,1950-04-07,,,male,,Justice of the Supreme Court of Indonesia,2007-08-15,2012-03-01,,,Indonesia,2007
661,Harifin A. Tumpa,1942-02-23,,,male,,Chief Justice of the Supreme Court of Indonesia,2008-11-01,2012-03-01,,,Indonesia,2008
662,Hatta Ali,1950-04-07,,,male,,Chief Justice of the Supreme Court of Indonesia,2012-03-01,2020-04-06,,,Indonesia,2012
663,Muhammad Syarifuddin,1954-10-17,,,male,,Justice of the Supreme Court of Indonesia,2013-03-11,2016-05-03,,,Indonesia,2013
664,Muhammad Syarifuddin,1954-10-17,,,male,,Chief Justice of the Supreme Court of Indonesia,2020-04-30,,,,Indonesia,2020
665,Moshe Smoira,1888-10-25,1961-10-08,,male,,President of the Supreme Court of Israel,1948-07-22,1954-08-01,,,Israel,1948
666,Yitzhak Olshan,1895-02-19,1983-02-05,,male,,President of the Supreme Court of Israel,1954-08-01,1965-02-19,,,Israel,1954
667,Shimon Agranat,1906-09-05,1992-08-10,,male,,President of the Supreme Court of Israel,1965-03-18,1976-09-05,,,Israel,1965
668,Yoel Zussman,1910-10-24,1982-03-02,,male,,President of the Supreme Court of Israel,1976-09-08,1980-02-29,,,Israel,1976
669,Moshe Landau,1912-04-29,2011-05-01,,male,,President of the Supreme Court of Israel,1980-03-05,1982-04-29,,,Israel,1980
670,Yitzhak Kahan,1913-11-15,1985-04-24,,male,,President of the Supreme Court of Israel,1982-04-30,1983-11-15,,,Israel,1982
671,Meir Shamgar,1925-08-13,2019-10-18,,male,,President of the Supreme Court of Israel,1983-11-27,1995-08-13,,,Israel,1983
672,Aharon Barak,1936-09-16,,,male,,President of the Supreme Court of Israel,1995-08-13,2006-09-16,,,Israel,1995
673,Dorit Beinisch,1942-02-28,,,female,,President of the Supreme Court of Israel,2006-09-17,2012-02-28,,,Israel,2006
674,Asher Grunis,1945-01-17,,,male,,President of the Supreme Court of Israel,2012-02-28,2015-01-17,,,Israel,2012
675,Miriam Naor,1947-10-26,2022-01-24,,female,,President of the Supreme Court of Israel,2015-01-17,2017-10-26,,,Israel,2015
676,Esther Hayut,1953-10-16,,,female,,President of the Supreme Court of Israel,2017-10-26,,,,Israel,2017
677,Katsumi Teika,1923-09-13,2003-11-17,,male,,Justice of the Supreme Court of Japan,,,,,Japan,
678,Q55523512,1925-08-11,2005-07-02,,male,,Justice of the Supreme Court of Japan,,,,,Japan,
679,Kiyoko Okabe,1949-03-20,,,female,,Justice of the Supreme Court of Japan,,,,,Japan,
680,Yamasaki Toshimitsu,1949-08-31,,,male,,Justice of the Supreme Court of Japan,,,,,Japan,
681,Kinosuke Yamada,1896-04-22,1995-05-20,,male,,Justice of the Supreme Court of Japan,,,,,Japan,
682,Q41694925,1900-12-20,1973-06-18,,male,,Justice of the Supreme Court of Japan,,,,,Japan,
683,Sekine Kogo,1905-12-03,1993-09-30,,,,Justice of the Supreme Court of Japan,,,,,Japan,
684,Q41695503,1905-08-07,1993-11-19,,male,,Justice of the Supreme Court of Japan,,,,,Japan,
685,Kazumi Okamura,1957-12-23,,,female,,Justice of the Supreme Court of Japan,,,,,Japan,
686,Uga Katsuya,1955-07-21,,,male,,Justice of the Supreme Court of Japan,,,,,Japan,
687,Kiuchi Michiyoshi,1948-01-02,,,male,,Justice of the Supreme Court of Japan,,,,,Japan,
688,Q41694916,1897-01-01,1971-03-07,,,,Justice of the Supreme Court of Japan,,,,,Japan,
689,Yasuo Kishigami,1908-09-22,1990-04-06,,male,,Justice of the Supreme Court of Japan,,,,,Japan,
690,Q41694975,1914-05-05,2003-03-05,,male,,Justice of the Supreme Court of Japan,,,,,Japan,
691,Rokurō Shimatani,1920-12-03,2006-11-21,,male,,Justice of the Supreme Court of Japan,,,,,Japan,
692,Tōnosuke Hayashi,1923-12-03,1987-08-06,,male,,Justice of the Supreme Court of Japan,,,,,Japan,
693,Masaharu Ōhashi,1947-03-31,,,male,,Justice of the Supreme Court of Japan,,,,,Japan,
694,Takehiko Ōtani,1947-03-10,,,male,,Justice of the Supreme Court of Japan,,,,,Japan,
695,Q41694942,1906-03-27,1989-01-25,,male,,Justice of the Supreme Court of Japan,,,,,Japan,
696,Q41694994,1916-11-05,1986-04-23,,male,,Justice of the Supreme Court of Japan,,,,,Japan,
697,Atsushi Nagashima,1918-03-17,2004-10-15,,male,,Justice of the Supreme Court of Japan,,,,,Japan,
698,Q41695329,1922-02-09,1993-06-27,,,,Justice of the Supreme Court of Japan,,,,,Japan,
699,Q41699272,1908-09-21,1997-12-02,,male,,Justice of the Supreme Court of Japan,,,,,Japan,
700,Yamamoto Tsuneyuki,1949-09-26,,,male,,Justice of the Supreme Court of Japan,,,,,Japan,
701,Tsuneo Ōuchi,1922-03-24,2018-02-08,,male,,Justice of the Supreme Court of Japan,,,,,Japan,
702,Tōru Motoyama,1912-08-11,2002-04-02,,male,,Justice of the Supreme Court of Japan,,,,,Japan,
703,Tadayoshi Kinoshita,1916-01-15,1991-08-17,,male,,Justice of the Supreme Court of Japan,,,,,Japan,
704,Hisaharu Kidoguchi,1916-01-09,2005-01-07,,male,,Justice of the Supreme Court of Japan,,,,,Japan,
705,Q41695483,1909-03-01,1980-05-22,,male,,Justice of the Supreme Court of Japan,,,,,Japan,
706,Daisuke Kawamura,1893-06-02,1985-01-12,,male,,Justice of the Supreme Court of Japan,,,,,Japan,
707,Q45830219,1929-04-19,2014-03-09,,male,,Justice of the Supreme Court of Japan,,,,,Japan,
708,Yūko Miyazaki,1951-01-01,,,female,,Justice of the Supreme Court of Japan,,,,,Japan,
709,Yūko Miyazaki,1951-07-09,,,female,,Justice of the Supreme Court of Japan,,,,,Japan,
710,Q51166907,1920-08-27,1992-04-17,,male,,Justice of the Supreme Court of Japan,,,,,Japan,
711,Q55524569,1924-01-01,,,male,,Justice of the Supreme Court of Japan,,,,,Japan,
712,Onimaru Kaoru,1949-01-01,,,female,,Justice of the Supreme Court of Japan,,,,,Japan,
713,Onimaru Kaoru,1949-02-07,,,female,,Justice of the Supreme Court of Japan,,,,,Japan,
714,Riichi Shōno,1888-12-20,1954-05-23,,male,,Justice of the Supreme Court of Japan,,,,,Japan,
715,Keiji Maki,1919-11-25,2012-02-26,,male,,Justice of the Supreme Court of Japan,,,,,Japan,
716,Kiyoshi Takahashi,1895-01-16,1961-12-29,,male,,Justice of the Supreme Court of Japan,,,,,Japan,
717,Kōichi Kusano,1955-01-01,,,male,,Justice of the Supreme Court of Japan,,,,,Japan,
718,Tsuneshichi Takagi,1893-03-15,1975-08-15,,male,,Justice of the Supreme Court of Japan,,,,,Japan,
719,Asanosuke Kusaka,1900-10-25,1993-08-11,,male,,Justice of the Supreme Court of Japan,,,,,Japan,
720,Hiromu Toda,1914-04-09,1980-03-25,,male,,Justice of the Supreme Court of Japan,,,,,Japan,
721,Q41695019,1920-01-05,2004-01-23,,male,,Justice of the Supreme Court of Japan,,,,,Japan,
722,Q41695510,1916-06-13,2003-12-11,,male,,Justice of the Supreme Court of Japan,,,,,Japan,
723,Shirōhei Hashimoto,1923-04-13,2009-08-01,,male,,Justice of the Supreme Court of Japan,,,,,Japan,
724,Yoshinobu Onuki,1948-08-26,2018-01-21,,male,,Justice of the Supreme Court of Japan,,,,,Japan,
725,Hachiro Fujita,1892-08-05,1976-07-06,,male,,Justice of the Supreme Court of Japan,,,,,Japan,
726,Kiichirō Ōtsuka,1910-02-05,1988-08-26,,male,,Justice of the Supreme Court of Japan,,,,,Japan,
727,Q41695000,1920-05-05,2002-07-16,,male,,Justice of the Supreme Court of Japan,,,,,Japan,
728,Q41695015,1923-04-01,2011-07-19,,male,,Justice of the Supreme Court of Japan,,,,,Japan,
729,Q43423873,1931-04-22,2018-09-21,,male,,Justice of the Supreme Court of Japan,,,,,Japan,
730,Q55523563,1931-01-01,,,male,,Justice of the Supreme Court of Japan,,,,,Japan,
731,Ryuko Sakurai,1947-01-16,,,female,,Justice of the Supreme Court of Japan,,,,,Japan,
732,Takuya Miyama,1954-09-02,,,male,,Justice of the Supreme Court of Japan,,,,,Japan,
733,Q55525083,1927-10-03,1995-02-26,,male,,Justice of the Supreme Court of Japan,,,,,Japan,
734,Q55524574,1932-01-01,,,male,,Justice of the Supreme Court of Japan,,,,,Japan,
735,Michiharu Hayashi,1957-01-01,,,male,,Justice of the Supreme Court of Japan,,,,,Japan,
736,Zentaro Motomura,1887-01-15,1970-06-24,,male,,Justice of the Supreme Court of Japan,,,,,Japan,
737,Goroku Kashiwabara,1897-09-20,1981-06-05,,,,Justice of the Supreme Court of Japan,,,,,Japan,
738,Taizō Yokoi,1914-06-11,2006-07-22,,male,,Justice of the Supreme Court of Japan,,,,,Japan,
739,Q50641924,1956-01-01,,,male,,Justice of the Supreme Court of Japan,,,,,Japan,
740,Ryōhei Kizaki,1924-07-25,2005-08-15,,male,,Justice of the Supreme Court of Japan,,,,,Japan,
741,Tadahiko Mibuchi,1880-03-03,1950-07-14,,male,,Justice of the Supreme Court of Japan,1947-08-04,1950-03-02,,,Japan,1947
742,Tadahiko Mibuchi,1880-03-03,1950-07-14,,male,,Chief Justice of Japan,1947-08-04,1950-03-02,,,Japan,1947
743,Naoyoshi Tsukasaki,1881-05-10,1957-03-26,,male,,Justice of the Supreme Court of Japan,1947-08-04,1951-02-14,,,Japan,1947
744,Taichiro Hasegawa,1881-12-01,1968-11-25,,male,,Justice of the Supreme Court of Japan,1947-08-04,1951-11-30,,,Japan,1947
745,Takejiro Sawada,1882-08-02,1973-03-11,,male,,Justice of the Supreme Court of Japan,1947-08-04,1952-08-01,,,Japan,1947
746,Seiichi Shimoyama,1884-10-15,1975-03-12,,male,,Justice of the Supreme Court of Japan,1947-08-04,1954-10-14,,,Japan,1947
747,Nobori Inoue,1885-04-10,1971-07-26,,male,,Justice of the Supreme Court of Japan,1947-08-04,1955-04-09,,,Japan,1947
748,Kuriyama Shigeru,1886-10-06,1971-02-03,,male,,Justice of the Supreme Court of Japan,1947-08-04,1956-10-05,,,Japan,1947
749,Saburō Iwamatsu,1893-12-31,1978-12-01,,male,,Justice of the Supreme Court of Japan,1947-08-04,1956-11-10,,,Japan,1947
750,Tsuyoshi Mano,1888-06-09,1986-08-28,,male,,Justice of the Supreme Court of Japan,1947-08-04,1958-06-08,,,Japan,1947
751,Katsushige Kotani,1890-12-24,1963-10-27,,male,,Justice of the Supreme Court of Japan,1947-08-04,1960-12-23,,,Japan,1947
752,Tamotsu Shima,1892-01-01,1972-01-10,,male,,Justice of the Supreme Court of Japan,1947-08-04,1961-08-24,,,Japan,1947
753,Yūsuke Saitō,1892-05-21,1981-03-26,,male,,Justice of the Supreme Court of Japan,1947-08-04,1962-05-20,,,Japan,1947
754,Matasuke Kawamura,1894-01-01,1979-01-04,,male,,Justice of the Supreme Court of Japan,1947-08-04,1963-12-31,,,Japan,1947
755,Shigetō Hozumi,1883-04-11,1951-07-29,,male,,Justice of the Supreme Court of Japan,1949-02-26,1951-07-29,,,Japan,1949
756,Kōtarō Tanaka,1890-10-25,1974-03-01,,male,,Justice of the Supreme Court of Japan,1950-03-03,1960-10-24,,,Japan,1950
757,Kōtarō Tanaka,1890-10-25,1974-03-01,,male,,Chief Justice of Japan,1950-03-03,1960-10-24,,,Japan,1950
758,Tadaichirō Tanimura,1887-04-05,1982-05-29,,male,,Justice of the Supreme Court of Japan,1951-04-12,1956-11-10,,,Japan,1951
759,Junzō Kobayashi,1888-06-03,1982-06-03,,male,,Justice of the Supreme Court of Japan,1951-10-05,1958-06-02,,,Japan,1951
760,Toshio Irie,1901-01-10,1972-07-18,,male,,Justice of the Supreme Court of Japan,1952-08-30,1971-01-09,,,Japan,1952
761,Katsu Ikeda,1893-05-23,1977-09-04,,male,,Justice of the Supreme Court of Japan,1954-11-02,1963-05-22,,,Japan,1954
762,Katsumi Tarumi,1893-11-15,1972-07-07,,male,,Justice of the Supreme Court of Japan,1955-05-26,1963-11-14,,,Japan,1955
763,Masuo Shimoiizaka,1894-01-29,1971-12-26,,male,,Justice of the Supreme Court of Japan,1956-11-22,1964-01-28,,,Japan,1956
764,Ken'ichi Okuno,1898-11-18,1984-05-06,,male,,Justice of the Supreme Court of Japan,1956-11-22,1968-11-17,,,Japan,1956
765,Shūichi Ishizaka,1895-09-14,1969-11-10,,male,,Justice of the Supreme Court of Japan,1958-06-28,1965-09-13,,,Japan,1958
