,court,court_description,title,full_name,gender,court_abbreviation,religion,party,nominator,race,date_of_birth,date_of_death,term_start,term_end
536,India,Supreme Court of India,judge of the Supreme Court of India,Fathima Beevi,female,IND,Islam,,,,1927-04-30T00:00:00Z,,1989-10-06T00:00:00Z,1992-04-29T00:00:00Z
537,India,Supreme Court of India,judge of the Supreme Court of India,Narendra Mohan Kasliwal,male,IND,,,,,1928-04-04T00:00:00Z,,1989-10-06T00:00:00Z,1993-04-03T00:00:00Z
538,India,Supreme Court of India,judge of the Supreme Court of India,P. B. Sawant,male,IND,,,,,1930-06-30T00:00:00Z,2021-02-15T00:00:00Z,1989-10-06T00:00:00Z,1995-06-29T00:00:00Z
539,India,Supreme Court of India,Chief Justice of India,Sabyasachi Mukharji,male,IND,,,,,1927-06-01T00:00:00Z,1990-09-25T00:00:00Z,1989-12-18T00:00:00Z,1990-09-25T00:00:00Z
540,India,Supreme Court of India,Chief Justice of India,Ranganath Mishra,male,IND,,,,,1926-11-25T00:00:00Z,2012-09-13T00:00:00Z,1990-09-25T00:00:00Z,1991-11-24T00:00:00Z
541,India,Supreme Court of India,judge of the Supreme Court of India,Yogeshwar Dayal,male,IND,,,,,1930-11-18T00:00:00Z,1994-08-02T00:00:00Z,1991-03-22T00:00:00Z,1994-08-02T00:00:00Z
542,India,Supreme Court of India,judge of the Supreme Court of India,Ganendra Narayan Ray,male,IND,,,,,1933-05-01T00:00:00Z,,1991-10-07T00:00:00Z,1998-04-30T00:00:00Z
543,India,Supreme Court of India,Chief Justice of India,Kamal Narain Singh,male,IND,,,,,1926-12-13T00:00:00Z,,1991-11-25T00:00:00Z,1991-12-12T00:00:00Z
544,India,Supreme Court of India,Chief Justice of India,Madhukar Hiralal Kania,male,IND,,,,,1927-11-18T00:00:00Z,2016-02-01T00:00:00Z,1991-12-13T00:00:00Z,1992-11-17T00:00:00Z
545,India,Supreme Court of India,Chief Justice of India,Lalit Mohan Sharma,male,IND,,,,,1928-02-12T00:00:00Z,2008-11-03T00:00:00Z,1992-11-18T00:00:00Z,1993-02-11T00:00:00Z
546,India,Supreme Court of India,Chief Justice of India,Manepalli Narayana Rao Venkatachaliah,male,IND,,,,,1929-10-25T00:00:00Z,,1993-02-12T00:00:00Z,1994-10-24T00:00:00Z
547,India,Supreme Court of India,Chief Justice of India,Aziz Mushabber Ahmadi,male,IND,Islam,,,,1932-03-25T00:00:00Z,,1994-10-25T00:00:00Z,1997-03-24T00:00:00Z
548,India,Supreme Court of India,judge of the Supreme Court of India,Sujata Manohar,female,IND,,,,,1934-08-28T00:00:00Z,,1994-11-08T00:00:00Z,1999-08-27T00:00:00Z
549,India,Supreme Court of India,judge of the Supreme Court of India,G. T. Nanavati,male,IND,,,,,1935-02-17T00:00:00Z,,1995-03-06T00:00:00Z,2000-02-16T00:00:00Z
550,India,Supreme Court of India,judge of the Supreme Court of India,Sudhakar Panditrao Kurdukar,male,IND,,,,,1935-01-16T00:00:00Z,,1996-03-29T00:00:00Z,2000-01-15T00:00:00Z
551,India,Supreme Court of India,Chief Justice of India,Jagdish Sharan Verma,male,IND,,,,,1933-01-18T00:00:00Z,2013-04-22T00:00:00Z,1997-03-25T00:00:00Z,1998-01-18T00:00:00Z
552,India,Supreme Court of India,Chief Justice of India,Madan Mohan Punchhi,male,IND,,,,,1933-10-10T00:00:00Z,2015-06-17T00:00:00Z,1998-01-18T00:00:00Z,1998-10-09T00:00:00Z
553,India,Supreme Court of India,Chief Justice of India,Adarsh Sein Anand,male,IND,,,,,1936-11-01T00:00:00Z,2017-12-01T00:00:00Z,1998-10-10T00:00:00Z,2001-11-01T00:00:00Z
554,India,Supreme Court of India,judge of the Supreme Court of India,Umesh Chandra Banerjee,male,IND,,,,,1937-11-18T00:00:00Z,2012-11-05T00:00:00Z,1998-12-09T00:00:00Z,2002-11-17T00:00:00Z
555,India,Supreme Court of India,judge of the Supreme Court of India,Ram Prakash Sethi,male,IND,,,,,1937-07-07T00:00:00Z,2007-01-17T00:00:00Z,1999-01-08T00:00:00Z,2002-07-06T00:00:00Z
556,India,Supreme Court of India,judge of the Supreme Court of India,N. Santosh Hegde,male,IND,,,,,1940-06-16T00:00:00Z,,1999-01-08T00:00:00Z,2005-06-16T00:00:00Z
557,India,Supreme Court of India,judge of the Supreme Court of India,Sailendu Nath Phukan,male,IND,,,,,1937-04-01T00:00:00Z,2018-11-11T00:00:00Z,1999-01-28T00:00:00Z,2002-03-31T00:00:00Z
558,India,Supreme Court of India,judge of the Supreme Court of India,Doraiswamy Raju,male,IND,,,,,1939-07-02T00:00:00Z,,2000-01-28T00:00:00Z,2004-07-01T00:00:00Z
559,India,Supreme Court of India,judge of the Supreme Court of India,Ruma Pal,female,IND,,,,,1941-06-03T00:00:00Z,,2000-01-28T00:00:00Z,2006-06-02T00:00:00Z
560,India,Supreme Court of India,judge of the Supreme Court of India,Shivaraj Patil,male,IND,,,,,1940-01-12T00:00:00Z,,2000-03-15T00:00:00Z,2005-01-11T00:00:00Z
561,India,Supreme Court of India,judge of the Supreme Court of India,Sam Nariman Variava,male,IND,,,,,1940-11-08T00:00:00Z,,2000-03-15T00:00:00Z,2005-11-07T00:00:00Z
562,India,Supreme Court of India,judge of the Supreme Court of India,Ashok Bhan,male,IND,,,,,1943-10-02T00:00:00Z,,2001-08-17T00:00:00Z,2008-10-02T00:00:00Z
563,India,Supreme Court of India,judge of the Supreme Court of India,Arijit Pasayat,male,IND,,,,,1944-05-10T00:00:00Z,,2001-10-19T00:00:00Z,2009-05-10T00:00:00Z
564,India,Supreme Court of India,Chief Justice of India,Sam Piroj Bharucha,male,IND,,,,,1937-05-06T00:00:00Z,,2001-11-01T00:00:00Z,2002-05-06T00:00:00Z
565,India,Supreme Court of India,Chief Justice of India,Bhupinder Nath Kirpal,male,IND,,,,,1937-11-08T00:00:00Z,,2002-05-06T00:00:00Z,2002-05-08T00:00:00Z
566,India,Supreme Court of India,judge of the Supreme Court of India,B. N. Srikrishna,male,IND,,,,,1941-05-21T00:00:00Z,,2002-10-03T00:00:00Z,2006-05-20T00:00:00Z
567,India,Supreme Court of India,judge of the Supreme Court of India,S.B. Sinha,male,IND,,,,,1944-08-08T00:00:00Z,2019-03-19T00:00:00Z,2002-10-03T00:00:00Z,2009-08-08T00:00:00Z
568,India,Supreme Court of India,Chief Justice of India,Gopal Ballav Pattanaik,male,IND,,,,,1937-12-19T00:00:00Z,,2002-11-08T00:00:00Z,2002-12-19T00:00:00Z
569,India,Supreme Court of India,Chief Justice of India,V. N. Khare,male,IND,,,,,1939-01-01T00:00:00Z,,2002-12-19T00:00:00Z,2004-05-02T00:00:00Z
570,India,Supreme Court of India,judge of the Supreme Court of India,A. R. Lakshmanan,male,IND,,,,,1942-03-22T00:00:00Z,2020-08-27T00:00:00Z,2002-12-20T00:00:00Z,2007-03-21T00:00:00Z
571,India,Supreme Court of India,Chief Justice of India,S. Rajendra Babu,male,IND,,,,,1939-07-01T00:00:00Z,,2004-05-02T00:00:00Z,2004-06-01T00:00:00Z
572,India,Supreme Court of India,Chief Justice of India,Ramesh Chandra Lahoti,male,IND,,,,,1940-11-01T00:00:00Z,,2004-06-01T00:00:00Z,2005-10-31T00:00:00Z
573,India,Supreme Court of India,judge of the Supreme Court of India,Ashok Kumar Mathur,male,IND,,,,,1943-08-07T00:00:00Z,,2004-06-07T00:00:00Z,2008-08-07T00:00:00Z
574,India,Supreme Court of India,judge of the Supreme Court of India,C. K. Thakker,male,IND,,,,,1943-11-10T00:00:00Z,,2004-06-07T00:00:00Z,2008-11-10T00:00:00Z
575,India,Supreme Court of India,judge of the Supreme Court of India,P. P. Naolekar,male,IND,,,,,1943-06-29T00:00:00Z,,2004-08-27T00:00:00Z,2008-06-29T00:00:00Z
576,India,Supreme Court of India,judge of the Supreme Court of India,Tarun Chatterjee,male,IND,,,,,1945-01-01T00:00:00Z,,2004-08-27T00:00:00Z,2010-01-14T00:00:00Z
577,India,Supreme Court of India,judge of the Supreme Court of India,R. V. Raveendran,male,IND,,,,,1946-10-15T00:00:00Z,,2005-09-09T00:00:00Z,2011-10-15T00:00:00Z
578,India,Supreme Court of India,judge of the Supreme Court of India,Dalveer Bhandari,male,IND,,,,,1947-10-01T00:00:00Z,,2005-10-28T00:00:00Z,2012-04-27T00:00:00Z
579,India,Supreme Court of India,Chief Justice of India,Yogesh Kumar Sabharwal,male,IND,,,,,1942-01-14T00:00:00Z,2015-07-03T00:00:00Z,2005-11-01T00:00:00Z,2007-01-14T00:00:00Z
580,India,Supreme Court of India,judge of the Supreme Court of India,Lokeshwar Singh Panta,male,IND,,,,,1944-04-23T00:00:00Z,,2006-02-03T00:00:00Z,2009-04-23T00:00:00Z
581,India,Supreme Court of India,judge of the Supreme Court of India,Markandey Katju,male,IND,,,,,1946-09-20T00:00:00Z,,2006-04-10T00:00:00Z,2011-09-19T00:00:00Z
582,India,Supreme Court of India,judge of the Supreme Court of India,B. Sudarshan Reddy,male,IND,,,,,1946-01-01T00:00:00Z,,2007-01-12T00:00:00Z,2011-07-07T00:00:00Z
583,India,Supreme Court of India,judge of the Supreme Court of India,V. S. Sirpurkar,male,IND,,,,,1946-08-22T00:00:00Z,,2007-01-12T00:00:00Z,2011-08-21T00:00:00Z
584,India,Supreme Court of India,judge of the Supreme Court of India,H. S. Bedi,male,IND,,,,,1946-09-05T00:00:00Z,,2007-01-12T00:00:00Z,2011-09-04T00:00:00Z
585,India,Supreme Court of India,Chief Justice of India,K. G. Balakrishnan,male,IND,,,,,1945-05-12T00:00:00Z,,2007-01-14T00:00:00Z,2010-05-12T00:00:00Z
586,India,Supreme Court of India,judge of the Supreme Court of India,Aftab Alam,male,IND,,,,,1948-01-01T00:00:00Z,,2007-11-12T00:00:00Z,2013-04-18T00:00:00Z
587,India,Supreme Court of India,judge of the Supreme Court of India,G.S. Singhvi,male,IND,,,,,1948-12-12T00:00:00Z,,2007-11-12T00:00:00Z,2013-12-12T00:00:00Z
588,India,Supreme Court of India,judge of the Supreme Court of India,Mukundakam Sharma,male,IND,,,,,1946-09-18T00:00:00Z,,2008-04-09T00:00:00Z,2011-09-17T00:00:00Z
589,India,Supreme Court of India,judge of the Supreme Court of India,Cyriac Joseph,male,IND,,,,,1947-01-28T00:00:00Z,,2008-07-07T00:00:00Z,2012-01-27T00:00:00Z
590,India,Supreme Court of India,judge of the Supreme Court of India,Ashok Kumar Ganguly,male,IND,,,,,1947-02-03T00:00:00Z,,2008-12-17T00:00:00Z,2012-02-03T00:00:00Z
591,India,Supreme Court of India,judge of the Supreme Court of India,Deepak Verma,male,IND,,,,,1947-08-28T00:00:00Z,,2009-05-11T00:00:00Z,2012-08-28T00:00:00Z
592,India,Supreme Court of India,judge of the Supreme Court of India,B. S. Chauhan,male,IND,,,,,1949-07-02T00:00:00Z,,2009-05-11T00:00:00Z,2014-07-01T00:00:00Z
593,India,Supreme Court of India,judge of the Supreme Court of India,K. S. Panicker Radhakrishnan,male,IND,,,,,1949-05-15T00:00:00Z,,2009-11-17T00:00:00Z,2014-05-14T00:00:00Z
594,India,Supreme Court of India,judge of the Supreme Court of India,Ananga Kumar Patnaik,male,IND,,,,,1949-06-03T00:00:00Z,,2009-11-17T00:00:00Z,2014-06-02T00:00:00Z
595,India,Supreme Court of India,judge of the Supreme Court of India,Surinder Singh Nijjar,male,IND,,,,,1949-06-07T00:00:00Z,2021-03-26T00:00:00Z,2009-11-17T00:00:00Z,2014-06-06T00:00:00Z
596,India,Supreme Court of India,judge of the Supreme Court of India,Swatanter Kumar,male,IND,,,,,1947-12-31T00:00:00Z,,2009-12-18T00:00:00Z,2012-12-19T00:00:00Z
597,India,Supreme Court of India,judge of the Supreme Court of India,Chandramauli Kumar Prasad,male,IND,,,,,1949-07-15T00:00:00Z,,2010-02-08T00:00:00Z,2014-07-14T00:00:00Z
598,India,Supreme Court of India,judge of the Supreme Court of India,H.L.Gokhale,male,IND,,,,,1949-01-01T00:00:00Z,,2010-04-30T00:00:00Z,2014-03-10T00:00:00Z
599,India,Supreme Court of India,judge of the Supreme Court of India,Gyan Sudha Misra,female,IND,,,,,1949-04-28T00:00:00Z,,2010-04-30T00:00:00Z,2014-04-27T00:00:00Z
600,India,Supreme Court of India,judge of the Supreme Court of India,Anil R. Dave,male,IND,,,,,1951-11-19T00:00:00Z,,2010-04-30T00:00:00Z,2016-11-18T00:00:00Z
601,India,Supreme Court of India,Chief Justice of India,S. H. Kapadia,male,IND,,,,,1947-09-29T00:00:00Z,2016-01-04T00:00:00Z,2010-05-12T00:00:00Z,2012-09-28T00:00:00Z
602,India,Supreme Court of India,judge of the Supreme Court of India,Ranjana Desai,female,IND,,,,,1949-10-30T00:00:00Z,,2011-09-13T00:00:00Z,2014-10-29T00:00:00Z
603,India,Supreme Court of India,judge of the Supreme Court of India,S. J. Mukhopadhaya,male,IND,,,,,1950-03-15T00:00:00Z,,2011-09-13T00:00:00Z,2015-03-14T00:00:00Z
604,India,Supreme Court of India,judge of the Supreme Court of India,Jasti Chelameswar,male,IND,,,,,1953-06-23T00:00:00Z,,2011-10-10T00:00:00Z,2018-06-22T00:00:00Z
605,India,Supreme Court of India,judge of the Supreme Court of India,Fakkir Mohamed Ibrahim Kalifulla,male,IND,,,,,1951-07-23T00:00:00Z,,2012-04-02T00:00:00Z,2016-07-22T00:00:00Z
606,India,Supreme Court of India,judge of the Supreme Court of India,Madan Lokur,male,IND,,,,,1953-12-31T00:00:00Z,,2012-06-04T00:00:00Z,2018-12-30T00:00:00Z
607,India,Supreme Court of India,Chief Justice of India,Altamas Kabir,male,IND,Islam,,,,1948-07-19T00:00:00Z,2017-02-19T00:00:00Z,2012-09-29T00:00:00Z,2013-07-18T00:00:00Z
608,India,Supreme Court of India,Chief Justice of India,Altamas Kabir,male,IND,Shia Islam,,,,1948-07-19T00:00:00Z,2017-02-19T00:00:00Z,2012-09-29T00:00:00Z,2013-07-18T00:00:00Z
609,India,Supreme Court of India,judge of the Supreme Court of India,Vikramajit Sen,male,IND,,,,,1950-12-31T00:00:00Z,,2012-12-24T00:00:00Z,2015-12-30T00:00:00Z
610,India,Supreme Court of India,judge of the Supreme Court of India,M. Y. Eqbal,male,IND,Islam,,,,1951-02-13T00:00:00Z,,2012-12-24T00:00:00Z,2015-12-31T00:00:00Z
611,India,Supreme Court of India,judge of the Supreme Court of India,Venkate Gopala Gowda,male,IND,,,,,1951-10-06T00:00:00Z,,2012-12-24T00:00:00Z,2016-10-05T00:00:00Z
612,India,Supreme Court of India,judge of the Supreme Court of India,Pinaki Chandra Ghose,male,IND,,,,,1952-05-28T00:00:00Z,,2013-03-08T00:00:00Z,2017-05-27T00:00:00Z
613,India,Supreme Court of India,judge of the Supreme Court of India,Kurian Joseph,male,IND,,,,,1953-11-30T00:00:00Z,,2013-03-08T00:00:00Z,2018-11-29T00:00:00Z
614,India,Supreme Court of India,judge of the Supreme Court of India,Arjan Kumar Sikri,male,IND,,,,,1954-03-07T00:00:00Z,,2013-04-12T00:00:00Z,2019-03-06T00:00:00Z
615,India,Supreme Court of India,Chief Justice of India,P. Sathasivam,male,IND,,,,,1949-04-27T00:00:00Z,,2013-07-19T00:00:00Z,2014-04-26T00:00:00Z
616,India,Supreme Court of India,judge of the Supreme Court of India,C Nagappan,male,IND,,,,,1951-10-04T00:00:00Z,,2013-09-19T00:00:00Z,2016-10-03T00:00:00Z
617,India,Supreme Court of India,judge of the Supreme Court of India,Shiva Kirti Singh,male,IND,,,,,1951-11-13T00:00:00Z,,2013-09-19T00:00:00Z,2016-11-11T00:00:00Z
618,India,Supreme Court of India,judge of the Supreme Court of India,Rajesh Kumar Agrawal,male,IND,,,,,1953-05-05T00:00:00Z,,2014-02-17T00:00:00Z,2018-05-04T00:00:00Z
619,India,Supreme Court of India,judge of the Supreme Court of India,Abhay Manohar Sapre,male,IND,,,,,1954-08-28T00:00:00Z,,2014-04-13T00:00:00Z,2019-08-27T00:00:00Z
620,India,Supreme Court of India,Chief Justice of India,Rajendra Mal Lodha,male,IND,,,,,1949-09-28T00:00:00Z,,2014-04-27T00:00:00Z,2014-09-27T00:00:00Z
621,India,Supreme Court of India,judge of the Supreme Court of India,Adarsh Kumar Goel,male,IND,,,,,1953-07-07T00:00:00Z,,2014-07-07T00:00:00Z,2018-07-06T00:00:00Z
622,India,Supreme Court of India,judge of the Supreme Court of India,Prafulla Chandra Pant,male,IND,,,,,1952-08-30T00:00:00Z,,2014-08-13T00:00:00Z,2017-08-29T00:00:00Z
623,India,Supreme Court of India,Chief Justice of India,H. L. Dattu,male,IND,,,,,1950-12-03T00:00:00Z,,2014-09-28T00:00:00Z,2015-12-02T00:00:00Z
624,India,Supreme Court of India,judge of the Supreme Court of India,Amitava Roy,male,IND,,,,,1953-03-01T00:00:00Z,,2015-02-27T00:00:00Z,2018-03-01T00:00:00Z
625,India,Supreme Court of India,Chief Justice of India,T. S. Thakur,male,IND,,,,,1952-01-04T00:00:00Z,,2015-12-03T00:00:00Z,2017-01-04T00:00:00Z
626,India,Supreme Court of India,Chief Justice of India,Jagdish Singh Khehar,male,IND,,,,,1952-08-28T00:00:00Z,,2017-01-04T00:00:00Z,2017-08-27T00:00:00Z
627,India,Supreme Court of India,Chief Justice of India,Dipak Misra,male,IND,,,,,1953-10-03T00:00:00Z,,2017-08-27T00:00:00Z,2018-10-02T00:00:00Z
628,India,Supreme Court of India,Chief Justice of India,Ranjan Gogoi,male,IND,,,,,1954-11-18T00:00:00Z,,2018-10-03T00:00:00Z,2019-11-17T00:00:00Z
629,India,Supreme Court of India,Chief Justice of India,Sharad Arvind Bobde,male,IND,,,,,1956-04-24T00:00:00Z,,2019-11-18T00:00:00Z,
630,Indonesia,Supreme Court of Indonesia,Chief Justice of the Supreme Court of Indonesia,Kusumah Atmaja,male,IDN,,,,,1898-09-08T00:00:00Z,1952-08-11T00:00:00Z,1945-08-19T00:00:00Z,1952-08-11T00:00:00Z
631,Indonesia,Supreme Court of Indonesia,Justice of the Supreme Court of Indonesia,Wirjono Prodjodikoro,male,IDN,,,,,1903-06-15T00:00:00Z,1985-04-01T00:00:00Z,1950-03-15T00:00:00Z,1952-10-13T00:00:00Z
632,Indonesia,Supreme Court of Indonesia,Chief Justice of the Supreme Court of Indonesia,Wirjono Prodjodikoro,male,IDN,,,,,1903-06-15T00:00:00Z,1985-04-01T00:00:00Z,1952-10-13T00:00:00Z,1966-10-03T00:00:00Z
633,Indonesia,Supreme Court of Indonesia,Justice of the Supreme Court of Indonesia,Soebekti,male,IDN,,,,,1914-05-14T00:00:00Z,1992-12-09T00:00:00Z,1958-01-01T00:00:00Z,1968-08-01T00:00:00Z
634,Indonesia,Supreme Court of Indonesia,Chief Justice of the Supreme Court of Indonesia,Soerjadi,male,IDN,,,,,,,1966-06-21T00:00:00Z,1968-08-01T00:00:00Z
635,Indonesia,Supreme Court of Indonesia,Justice of the Supreme Court of Indonesia,Sri Widoyati,female,IDN,,,,,1929-01-01T00:00:00Z,1982-01-01T00:00:00Z,1968-01-01T00:00:00Z,
636,Indonesia,Supreme Court of Indonesia,Chief Justice of the Supreme Court of Indonesia,Soebekti,male,IDN,,,,,1914-05-14T00:00:00Z,1992-12-09T00:00:00Z,1968-08-01T00:00:00Z,1974-01-22T00:00:00Z
637,Indonesia,Supreme Court of Indonesia,Justice of the Supreme Court of Indonesia,Purwoto Gandasubrata,male,IDN,,,,,1929-10-11T00:00:00Z,2005-05-04T00:00:00Z,1974-01-01T00:00:00Z,1992-08-12T00:00:00Z
638,Indonesia,Supreme Court of Indonesia,Chief Justice of the Supreme Court of Indonesia,Oemar Seno Adji,male,IDN,,,,,1915-12-05T00:00:00Z,1984-12-05T00:00:00Z,1974-01-22T00:00:00Z,1981-02-09T00:00:00Z
639,Indonesia,Supreme Court of Indonesia,Chief Justice of the Supreme Court of Indonesia,Mudjono,male,IDN,,,,,1927-07-30T00:00:00Z,1984-04-14T00:00:00Z,1981-02-09T00:00:00Z,1984-04-14T00:00:00Z
640,Indonesia,Supreme Court of Indonesia,Chief Justice of the Supreme Court of Indonesia,Ali Said,male,IDN,,,,,1927-06-12T00:00:00Z,1996-06-28T00:00:00Z,1984-04-14T00:00:00Z,1992-07-01T00:00:00Z
641,Indonesia,Supreme Court of Indonesia,Justice of the Supreme Court of Indonesia,Sarwata bin Kertotenoyo,male,IDN,,,,,1935-07-02T00:00:00Z,2003-08-03T00:00:00Z,1991-01-01T00:00:00Z,1996-11-01T00:00:00Z
642,Indonesia,Supreme Court of Indonesia,Chief Justice of the Supreme Court of Indonesia,Purwoto Gandasubrata,male,IDN,,,,,1929-10-11T00:00:00Z,2005-05-04T00:00:00Z,1992-08-12T00:00:00Z,1994-10-31T00:00:00Z
643,Indonesia,Supreme Court of Indonesia,Chief Justice of the Supreme Court of Indonesia,Soerjono,male,IDN,,,,,1931-10-22T00:00:00Z,,1994-11-01T00:00:00Z,1996-11-01T00:00:00Z
644,Indonesia,Supreme Court of Indonesia,Chief Justice of the Supreme Court of Indonesia,Sarwata bin Kertotenoyo,male,IDN,,,,,1935-07-02T00:00:00Z,2003-08-03T00:00:00Z,1996-11-01T00:00:00Z,2000-08-01T00:00:00Z
645,Indonesia,Supreme Court of Indonesia,Justice of the Supreme Court of Indonesia,Bagir Manan,male,IDN,,,,,1941-10-06T00:00:00Z,,2000-09-02T00:00:00Z,2001-05-18T00:00:00Z
646,Indonesia,Supreme Court of Indonesia,Chief Justice of the Supreme Court of Indonesia,Bagir Manan,male,IDN,,,,,1941-10-06T00:00:00Z,,2001-05-18T00:00:00Z,2008-10-31T00:00:00Z
647,Indonesia,Supreme Court of Indonesia,Justice of the Supreme Court of Indonesia,Harifin A. Tumpa,male,IDN,,,,,1942-02-23T00:00:00Z,,2004-09-14T00:00:00Z,2008-11-01T00:00:00Z
648,Indonesia,Supreme Court of Indonesia,Justice of the Supreme Court of Indonesia,Hatta Ali,male,IDN,,,,,1950-04-07T00:00:00Z,,2007-08-15T00:00:00Z,2012-03-01T00:00:00Z
649,Indonesia,Supreme Court of Indonesia,Chief Justice of the Supreme Court of Indonesia,Harifin A. Tumpa,male,IDN,,,,,1942-02-23T00:00:00Z,,2008-11-01T00:00:00Z,2012-03-01T00:00:00Z
650,Indonesia,Supreme Court of Indonesia,Chief Justice of the Supreme Court of Indonesia,Hatta Ali,male,IDN,,,,,1950-04-07T00:00:00Z,,2012-03-01T00:00:00Z,2020-04-06T00:00:00Z
651,Indonesia,Supreme Court of Indonesia,Justice of the Supreme Court of Indonesia,Muhammad Syarifuddin,male,IDN,,,,,1954-10-17T00:00:00Z,,2013-03-11T00:00:00Z,2016-05-03T00:00:00Z
652,Indonesia,Supreme Court of Indonesia,Chief Justice of the Supreme Court of Indonesia,Muhammad Syarifuddin,male,IDN,,,,,1954-10-17T00:00:00Z,,2020-04-30T00:00:00Z,
653,Ireland,Supreme Court of Ireland,Judge of the Supreme Court of Ireland,John O'Byrne,male,IRL,,Fine Gael,,,1884-04-24T00:00:00Z,1954-01-14T00:00:00Z,1940-05-17T00:00:00Z,1954-07-02T00:00:00Z
